"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","Subscribed","Age_Group","dur_group","Quarter"
33,"services","married","secondary","no",804,"yes","yes","unknown",8,"may",266,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
42,"management","married","tertiary","no",603,"yes","no","cellular",5,"nov",298,5,-1,0,"unknown","no","0","31-45","201-400","Q4"
36,"management","married","tertiary","no",-296,"yes","no","cellular",14,"may",113,3,-1,0,"unknown","no","0","31-45","<200","Q2"
59,"management","single","secondary","no",671,"yes","yes","cellular",29,"jan",219,2,259,5,"failure","no","0","46-64","201-400","Q1"
34,"management","married","tertiary","no",4170,"yes","no","unknown",21,"may",935,1,-1,0,"unknown","no","0","31-45","801-1000","Q2"
59,"management","married","tertiary","no",0,"no","no","cellular",27,"aug",87,4,-1,0,"unknown","no","0","46-64","<200","Q3"
57,"technician","married","secondary","no",1469,"yes","no","cellular",17,"nov",364,1,-1,0,"unknown","no","0","46-64","201-400","Q4"
54,"management","married","primary","no",3859,"no","yes","cellular",20,"nov",104,3,-1,0,"unknown","no","0","46-64","<200","Q4"
31,"management","married","tertiary","no",582,"yes","no","cellular",15,"jul",58,2,-1,0,"unknown","no","0","31-45","<200","Q3"
50,"management","married","tertiary","no",-94,"no","yes","unknown",25,"jun",75,1,-1,0,"unknown","no","0","46-64","<200","Q3"
40,"technician","married","secondary","no",694,"yes","no","cellular",4,"feb",97,4,196,5,"failure","no","0","31-45","<200","Q1"
51,"retired","married","secondary","no",35,"no","yes","cellular",8,"jul",123,4,-1,0,"unknown","no","0","46-64","<200","Q3"
34,"management","married","tertiary","no",573,"no","no","cellular",10,"aug",122,1,-1,0,"unknown","no","0","31-45","<200","Q3"
44,"blue-collar","married","primary","no",134,"yes","no","cellular",7,"may",378,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
31,"management","married","tertiary","no",156,"no","no","cellular",13,"aug",657,7,-1,0,"unknown","yes","1","31-45","601-800","Q3"
46,"admin.","married","secondary","no",4958,"yes","no","cellular",17,"nov",64,3,150,5,"other","no","0","46-64","<200","Q4"
34,"management","single","tertiary","no",618,"yes","no","unknown",3,"jun",119,4,-1,0,"unknown","no","0","31-45","<200","Q3"
47,"housemaid","married","primary","no",201,"yes","no","cellular",7,"aug",58,2,382,1,"failure","no","0","46-64","<200","Q3"
39,"blue-collar","married","primary","no",1564,"no","no","unknown",17,"jun",57,1,-1,0,"unknown","no","0","31-45","<200","Q3"
59,"management","divorced","tertiary","no",0,"yes","no","cellular",31,"jul",52,8,-1,0,"unknown","no","0","46-64","<200","Q3"
49,"admin.","married","secondary","no",3608,"yes","no","unknown",13,"nov",231,1,-1,0,"unknown","yes","1","46-64","201-400","Q4"
44,"admin.","married","secondary","no",205,"no","no","cellular",3,"nov",289,1,-1,0,"unknown","yes","1","31-45","201-400","Q4"
52,"technician","divorced","secondary","no",280,"no","no","cellular",14,"jul",393,5,-1,0,"unknown","no","0","46-64","201-400","Q3"
49,"housemaid","married","primary","no",889,"no","no","telephone",7,"jul",388,1,-1,0,"unknown","yes","1","46-64","201-400","Q3"
40,"blue-collar","married","primary","no",1206,"no","yes","telephone",16,"jul",201,5,-1,0,"unknown","no","0","31-45","201-400","Q3"
27,"housemaid","married","primary","no",0,"yes","no","cellular",23,"jul",435,3,-1,0,"unknown","no","0","20-30","401-600","Q3"
48,"blue-collar","married","primary","no",574,"no","no","cellular",5,"aug",348,1,-1,0,"unknown","no","0","46-64","201-400","Q3"
27,"services","single","secondary","no",-151,"no","no","cellular",8,"jul",283,2,-1,0,"unknown","no","0","20-30","201-400","Q3"
33,"blue-collar","married","primary","no",511,"yes","no","unknown",21,"may",304,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
35,"management","single","tertiary","no",714,"yes","no","cellular",26,"aug",135,22,-1,0,"unknown","no","0","31-45","<200","Q3"
47,"admin.","married","secondary","no",310,"yes","yes","telephone",14,"aug",128,6,-1,0,"unknown","no","0","46-64","<200","Q3"
52,"management","single","tertiary","no",83,"no","no","cellular",26,"aug",1223,6,-1,0,"unknown","yes","1","46-64",">1000","Q3"
38,"blue-collar","married","primary","no",3419,"yes","no","unknown",20,"jun",324,5,-1,0,"unknown","no","0","31-45","201-400","Q3"
32,"blue-collar","married","secondary","no",34,"yes","no","cellular",5,"may",321,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
44,"technician","divorced","secondary","no",0,"no","no","cellular",28,"jul",264,5,-1,0,"unknown","no","0","31-45","201-400","Q3"
34,"self-employed","single","tertiary","no",462,"no","no","cellular",21,"aug",1877,3,-1,0,"unknown","yes","1","31-45",">1000","Q3"
30,"services","married","secondary","no",1808,"yes","no","cellular",18,"may",83,2,-1,0,"unknown","no","0","20-30","<200","Q2"
29,"services","divorced","secondary","no",84,"yes","no","cellular",13,"apr",1101,2,-1,0,"unknown","yes","1","20-30",">1000","Q2"
33,"blue-collar","married","primary","no",245,"yes","yes","cellular",8,"may",253,3,-1,0,"unknown","no","0","31-45","201-400","Q2"
46,"blue-collar","married","unknown","no",9328,"yes","no","cellular",5,"may",725,3,-1,0,"unknown","yes","1","46-64","601-800","Q2"
44,"management","married","tertiary","no",1058,"no","no","cellular",11,"mar",188,3,-1,0,"unknown","yes","1","31-45","<200","Q2"
25,"management","single","tertiary","no",808,"no","no","cellular",18,"sep",267,2,114,2,"failure","yes","1","20-30","201-400","Q4"
34,"entrepreneur","married","secondary","no",4659,"yes","no","unknown",30,"aug",28,1,-1,0,"unknown","no","0","31-45","<200","Q3"
26,"student","single","secondary","no",279,"no","no","cellular",7,"may",239,3,-1,0,"unknown","no","0","20-30","201-400","Q2"
54,"housemaid","married","secondary","no",209,"yes","yes","cellular",25,"jul",97,1,-1,0,"unknown","no","0","46-64","<200","Q3"
29,"services","single","secondary","no",0,"no","no","cellular",17,"jul",58,1,-1,0,"unknown","no","0","20-30","<200","Q3"
59,"blue-collar","married","secondary","no",681,"yes","no","telephone",14,"apr",427,2,-1,0,"unknown","no","0","46-64","401-600","Q2"
33,"entrepreneur","married","secondary","no",-118,"yes","yes","unknown",27,"may",421,3,-1,0,"unknown","no","0","31-45","401-600","Q2"
54,"management","married","tertiary","no",384,"yes","no","cellular",12,"may",30,7,-1,0,"unknown","no","0","46-64","<200","Q2"
38,"unemployed","married","primary","no",-363,"no","no","unknown",12,"jun",340,2,-1,0,"unknown","no","0","31-45","201-400","Q3"
52,"technician","married","secondary","no",3554,"no","yes","cellular",8,"jul",89,1,-1,0,"unknown","no","0","46-64","<200","Q3"
32,"admin.","single","secondary","no",45,"yes","yes","cellular",14,"may",908,3,344,7,"other","no","0","31-45","801-1000","Q2"
41,"services","divorced","secondary","no",787,"yes","no","cellular",8,"may",297,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
43,"management","single","tertiary","no",1696,"yes","no","cellular",26,"aug",257,1,474,3,"failure","yes","1","31-45","201-400","Q3"
30,"blue-collar","single","secondary","no",648,"yes","yes","unknown",8,"may",287,1,-1,0,"unknown","no","0","20-30","201-400","Q2"
30,"technician","married","tertiary","no",569,"no","no","cellular",27,"aug",976,12,-1,0,"unknown","yes","1","20-30","801-1000","Q3"
33,"management","married","tertiary","no",4020,"yes","yes","cellular",15,"apr",251,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
29,"management","married","tertiary","no",20,"yes","no","cellular",12,"may",418,1,-1,0,"unknown","no","0","20-30","401-600","Q2"
31,"unemployed","single","primary","no",406,"no","no","cellular",4,"feb",736,1,-1,0,"unknown","yes","1","31-45","601-800","Q1"
46,"blue-collar","divorced","primary","no",1712,"no","no","unknown",19,"jun",110,1,-1,0,"unknown","no","0","46-64","<200","Q3"
28,"technician","single","secondary","no",2034,"yes","no","unknown",21,"may",196,1,-1,0,"unknown","no","0","20-30","<200","Q2"
57,"retired","married","tertiary","no",31,"no","no","cellular",19,"aug",260,2,-1,0,"unknown","no","0","46-64","201-400","Q3"
44,"housemaid","married","tertiary","no",460,"no","no","unknown",17,"jun",491,1,-1,0,"unknown","no","0","31-45","401-600","Q3"
38,"entrepreneur","married","tertiary","no",228,"yes","no","cellular",5,"feb",105,1,-1,0,"unknown","no","0","31-45","<200","Q1"
40,"admin.","single","secondary","no",263,"yes","no","unknown",6,"may",231,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
46,"management","divorced","secondary","no",361,"yes","no","unknown",19,"may",86,7,-1,0,"unknown","no","0","46-64","<200","Q2"
36,"management","married","tertiary","no",605,"yes","no","unknown",26,"may",204,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
49,"retired","single","primary","no",25824,"no","no","unknown",17,"jun",94,1,-1,0,"unknown","no","0","46-64","<200","Q3"
32,"student","married","secondary","no",1694,"yes","no","cellular",28,"jan",929,1,-1,0,"unknown","no","0","31-45","801-1000","Q1"
32,"technician","married","secondary","no",782,"yes","no","unknown",26,"may",116,4,-1,0,"unknown","no","0","31-45","<200","Q2"
57,"retired","married","secondary","no",49,"yes","yes","cellular",25,"aug",93,4,-1,0,"unknown","no","0","46-64","<200","Q3"
41,"self-employed","married","secondary","no",28,"yes","no","cellular",11,"may",49,1,-1,0,"unknown","no","0","31-45","<200","Q2"
27,"services","married","secondary","no",54,"yes","no","cellular",18,"may",97,1,370,1,"failure","no","0","20-30","<200","Q2"
49,"blue-collar","married","primary","no",902,"no","no","unknown",9,"jun",210,2,-1,0,"unknown","no","0","46-64","201-400","Q3"
19,"student","single","secondary","no",302,"no","no","cellular",16,"jul",205,1,-1,0,"unknown","yes","1","<20","201-400","Q3"
46,"management","single","tertiary","no",593,"yes","no","cellular",29,"jan",190,3,-1,0,"unknown","no","0","46-64","<200","Q1"
56,"blue-collar","married","primary","no",551,"no","no","unknown",29,"may",27,1,-1,0,"unknown","no","0","46-64","<200","Q2"
34,"blue-collar","married","primary","no",79,"yes","no","cellular",14,"may",406,2,-1,0,"unknown","no","0","31-45","401-600","Q2"
40,"blue-collar","married","primary","no",1397,"yes","no","telephone",12,"may",58,2,334,1,"failure","no","0","31-45","<200","Q2"
50,"services","married","secondary","no",60,"no","yes","cellular",27,"aug",151,8,-1,0,"unknown","no","0","46-64","<200","Q3"
47,"unknown","married","unknown","no",677,"no","no","cellular",7,"aug",384,1,99,4,"success","no","0","46-64","201-400","Q3"
38,"management","single","tertiary","no",493,"yes","no","cellular",11,"may",553,1,367,7,"failure","no","0","31-45","401-600","Q2"
33,"services","single","secondary","no",358,"yes","no","cellular",7,"may",302,1,356,3,"failure","no","0","31-45","201-400","Q2"
35,"admin.","single","secondary","no",57,"no","yes","cellular",8,"jul",632,2,-1,0,"unknown","no","0","31-45","601-800","Q3"
39,"services","married","secondary","no",186,"yes","no","cellular",17,"apr",433,1,-1,0,"unknown","no","0","31-45","401-600","Q2"
37,"technician","single","tertiary","no",3315,"yes","no","cellular",9,"apr",820,2,-1,0,"unknown","no","0","31-45","801-1000","Q2"
28,"student","single","secondary","no",153,"no","no","cellular",23,"jul",1124,2,-1,0,"unknown","yes","1","20-30",">1000","Q3"
44,"technician","married","tertiary","no",1146,"no","no","cellular",4,"jul",178,2,-1,0,"unknown","no","0","31-45","<200","Q3"
38,"management","married","tertiary","no",7124,"no","no","unknown",16,"jun",301,6,-1,0,"unknown","no","0","31-45","201-400","Q3"
36,"technician","married","tertiary","no",1109,"no","no","cellular",13,"aug",328,2,-1,0,"unknown","no","0","31-45","201-400","Q3"
60,"self-employed","single","secondary","no",27,"no","no","cellular",22,"aug",40,2,-1,0,"unknown","no","0","46-64","<200","Q3"
55,"services","married","unknown","no",1210,"yes","no","unknown",30,"may",868,1,-1,0,"unknown","no","0","46-64","801-1000","Q2"
57,"services","single","primary","no",3777,"yes","no","telephone",13,"may",65,2,-1,0,"unknown","no","0","46-64","<200","Q2"
45,"technician","married","tertiary","no",265,"no","no","cellular",28,"aug",14,3,-1,0,"unknown","no","0","31-45","<200","Q3"
32,"technician","divorced","secondary","no",-399,"yes","no","unknown",2,"jun",180,1,-1,0,"unknown","no","0","31-45","<200","Q3"
45,"technician","married","secondary","no",115,"yes","no","cellular",6,"may",108,1,-1,0,"unknown","no","0","31-45","<200","Q2"
24,"services","married","tertiary","no",0,"yes","no","unknown",27,"may",299,1,-1,0,"unknown","no","0","20-30","201-400","Q2"
86,"retired","married","secondary","no",1503,"no","no","telephone",18,"mar",165,3,101,1,"other","no","0","65+","<200","Q2"
64,"management","married","tertiary","no",679,"no","no","telephone",22,"apr",135,3,-1,0,"unknown","no","0","46-64","<200","Q2"
29,"management","single","tertiary","no",4210,"yes","no","cellular",18,"may",119,1,-1,0,"unknown","no","0","20-30","<200","Q2"
37,"services","married","primary","no",52,"yes","no","unknown",7,"may",359,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
31,"admin.","divorced","secondary","no",1210,"no","no","cellular",16,"jul",350,1,-1,0,"unknown","no","0","31-45","201-400","Q3"
58,"services","divorced","secondary","no",462,"no","no","cellular",13,"nov",495,1,93,1,"success","yes","1","46-64","401-600","Q4"
48,"admin.","married","primary","no",607,"no","no","unknown",20,"jun",29,2,-1,0,"unknown","no","0","46-64","<200","Q3"
26,"admin.","single","secondary","no",236,"yes","yes","cellular",18,"may",8,2,-1,0,"unknown","no","0","20-30","<200","Q2"
34,"self-employed","single","tertiary","no",876,"yes","no","cellular",17,"nov",145,2,-1,0,"unknown","no","0","31-45","<200","Q4"
35,"blue-collar","married","secondary","no",5304,"yes","no","cellular",20,"nov",340,1,183,2,"failure","no","0","31-45","201-400","Q4"
39,"technician","married","secondary","yes",-183,"yes","no","unknown",14,"may",202,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
48,"management","married","secondary","no",2294,"yes","no","unknown",26,"may",251,11,-1,0,"unknown","no","0","46-64","201-400","Q2"
43,"management","married","secondary","no",-26,"yes","no","unknown",16,"may",343,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
30,"blue-collar","married","secondary","no",673,"yes","no","unknown",20,"may",610,2,-1,0,"unknown","no","0","20-30","601-800","Q2"
51,"entrepreneur","married","secondary","yes",-2082,"no","yes","cellular",28,"jul",123,6,-1,0,"unknown","no","0","46-64","<200","Q3"
32,"services","single","secondary","no",406,"yes","no","unknown",6,"may",227,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
26,"unemployed","single","secondary","no",622,"no","no","cellular",28,"jan",1451,2,-1,0,"unknown","yes","1","20-30",">1000","Q1"
44,"blue-collar","married","secondary","no",2523,"yes","no","unknown",29,"may",1236,2,-1,0,"unknown","no","0","31-45",">1000","Q2"
41,"technician","married","secondary","no",288,"yes","no","unknown",15,"may",221,4,-1,0,"unknown","no","0","31-45","201-400","Q2"
35,"unemployed","married","tertiary","no",816,"yes","no","cellular",19,"nov",547,7,-1,0,"unknown","no","0","31-45","401-600","Q4"
56,"blue-collar","married","primary","no",420,"yes","no","unknown",9,"may",76,1,-1,0,"unknown","no","0","46-64","<200","Q2"
49,"management","married","secondary","no",321,"no","no","unknown",9,"jun",135,3,-1,0,"unknown","no","0","46-64","<200","Q3"
36,"management","married","tertiary","no",23,"no","no","cellular",26,"aug",133,11,-1,0,"unknown","no","0","31-45","<200","Q3"
57,"admin.","married","secondary","no",367,"no","no","telephone",16,"nov",107,2,-1,0,"unknown","no","0","46-64","<200","Q4"
51,"services","divorced","secondary","no",12,"yes","no","cellular",17,"nov",150,1,-1,0,"unknown","no","0","46-64","<200","Q4"
44,"blue-collar","married","secondary","no",16178,"yes","no","cellular",21,"nov",297,1,-1,0,"unknown","no","0","31-45","201-400","Q4"
50,"blue-collar","married","unknown","no",452,"no","no","cellular",20,"aug",181,2,-1,0,"unknown","no","0","46-64","<200","Q3"
48,"technician","married","unknown","no",5543,"no","no","unknown",16,"jun",143,5,-1,0,"unknown","no","0","46-64","<200","Q3"
54,"blue-collar","married","primary","no",211,"no","no","unknown",19,"jun",200,2,-1,0,"unknown","no","0","46-64","<200","Q3"
27,"blue-collar","married","secondary","yes",-584,"yes","no","cellular",7,"may",411,2,-1,0,"unknown","no","0","20-30","401-600","Q2"
43,"technician","divorced","secondary","no",1413,"yes","no","telephone",28,"jul",75,3,-1,0,"unknown","no","0","31-45","<200","Q3"
31,"technician","single","tertiary","no",1166,"yes","no","unknown",3,"jun",207,1,-1,0,"unknown","no","0","31-45","201-400","Q3"
36,"technician","married","tertiary","no",491,"yes","no","unknown",8,"may",103,3,-1,0,"unknown","no","0","31-45","<200","Q2"
48,"management","married","tertiary","no",5887,"no","no","cellular",13,"aug",227,2,-1,0,"unknown","no","0","46-64","201-400","Q3"
46,"unemployed","divorced","primary","no",23,"no","no","cellular",21,"nov",344,1,-1,0,"unknown","no","0","46-64","201-400","Q4"
35,"management","single","tertiary","no",0,"no","yes","cellular",14,"aug",370,4,-1,0,"unknown","no","0","31-45","201-400","Q3"
37,"services","married","secondary","no",4760,"yes","no","cellular",20,"nov",187,2,-1,0,"unknown","no","0","31-45","<200","Q4"
40,"services","married","primary","no",33,"no","no","unknown",26,"may",70,3,-1,0,"unknown","no","0","31-45","<200","Q2"
58,"management","married","tertiary","no",299,"no","no","cellular",16,"jul",120,4,-1,0,"unknown","no","0","46-64","<200","Q3"
50,"management","divorced","tertiary","no",100,"yes","yes","cellular",13,"may",157,1,299,3,"failure","no","0","46-64","<200","Q2"
36,"blue-collar","married","primary","no",1925,"yes","no","cellular",20,"apr",904,2,-1,0,"unknown","yes","1","31-45","801-1000","Q2"
22,"admin.","single","secondary","no",4111,"no","yes","cellular",19,"aug",65,1,-1,0,"unknown","no","0","20-30","<200","Q3"
26,"admin.","single","tertiary","no",3672,"yes","no","unknown",29,"may",360,5,-1,0,"unknown","no","0","20-30","201-400","Q2"
32,"blue-collar","single","secondary","no",228,"no","no","telephone",5,"feb",176,1,288,3,"failure","no","0","31-45","<200","Q1"
54,"management","married","primary","no",1691,"yes","no","cellular",20,"nov",186,1,-1,0,"unknown","no","0","46-64","<200","Q4"
30,"services","single","secondary","no",432,"yes","no","unknown",20,"may",340,3,-1,0,"unknown","no","0","20-30","201-400","Q2"
34,"technician","married","secondary","no",209,"yes","yes","cellular",8,"apr",375,2,-1,0,"unknown","no","0","31-45","201-400","Q2"
61,"technician","married","secondary","no",1191,"no","no","cellular",21,"may",214,4,-1,0,"unknown","yes","1","46-64","201-400","Q2"
36,"services","married","secondary","no",1746,"yes","no","unknown",26,"may",99,1,-1,0,"unknown","no","0","31-45","<200","Q2"
34,"management","married","secondary","no",857,"yes","no","cellular",22,"aug",238,6,-1,0,"unknown","no","0","31-45","201-400","Q3"
80,"management","married","primary","no",6483,"no","no","telephone",19,"oct",123,1,-1,0,"unknown","no","0","65+","<200","Q4"
35,"admin.","divorced","tertiary","no",1555,"yes","no","unknown",9,"may",26,2,-1,0,"unknown","no","0","31-45","<200","Q2"
33,"blue-collar","married","secondary","no",-77,"yes","no","cellular",28,"jul",151,3,-1,0,"unknown","no","0","31-45","<200","Q3"
57,"unemployed","married","secondary","no",0,"no","no","unknown",19,"jun",97,1,-1,0,"unknown","no","0","46-64","<200","Q3"
38,"technician","divorced","secondary","no",410,"no","no","cellular",11,"aug",63,6,-1,0,"unknown","no","0","31-45","<200","Q3"
33,"blue-collar","divorced","primary","no",636,"yes","no","cellular",9,"jul",211,11,-1,0,"unknown","no","0","31-45","201-400","Q3"
34,"admin.","married","secondary","no",244,"yes","no","cellular",31,"jul",56,4,-1,0,"unknown","no","0","31-45","<200","Q3"
45,"admin.","married","unknown","no",2033,"no","no","cellular",30,"nov",123,1,186,4,"failure","no","0","31-45","<200","Q4"
43,"blue-collar","married","primary","no",1211,"yes","no","unknown",6,"may",208,3,-1,0,"unknown","no","0","31-45","201-400","Q2"
38,"self-employed","married","tertiary","no",846,"no","no","cellular",2,"jun",253,1,-1,0,"unknown","no","0","31-45","201-400","Q3"
58,"retired","married","secondary","no",35,"no","no","cellular",29,"jul",336,7,-1,0,"unknown","no","0","46-64","201-400","Q3"
51,"technician","divorced","tertiary","no",0,"no","no","cellular",28,"aug",84,7,-1,0,"unknown","no","0","46-64","<200","Q3"
34,"admin.","married","tertiary","no",2552,"yes","yes","cellular",25,"sep",74,1,-1,0,"unknown","no","0","31-45","<200","Q4"
44,"management","single","tertiary","no",1206,"no","no","cellular",9,"jul",160,2,-1,0,"unknown","no","0","31-45","<200","Q3"
33,"blue-collar","single","secondary","no",706,"yes","no","cellular",7,"apr",329,1,322,1,"failure","no","0","31-45","201-400","Q2"
56,"retired","married","secondary","no",344,"yes","no","unknown",15,"may",221,1,-1,0,"unknown","no","0","46-64","201-400","Q2"
44,"unknown","married","secondary","no",2319,"no","no","cellular",4,"aug",251,3,-1,0,"unknown","no","0","31-45","201-400","Q3"
39,"management","married","tertiary","no",-606,"yes","no","unknown",26,"may",142,1,-1,0,"unknown","no","0","31-45","<200","Q2"
30,"unemployed","married","secondary","no",142,"yes","no","unknown",20,"may",350,4,-1,0,"unknown","no","0","20-30","201-400","Q2"
54,"technician","divorced","secondary","no",1114,"yes","no","cellular",30,"jan",81,1,-1,0,"unknown","no","0","46-64","<200","Q1"
34,"management","married","tertiary","no",1557,"yes","yes","unknown",13,"may",213,1,-1,0,"unknown","no","0","31-45","201-400","Q2"
32,"technician","single","tertiary","no",2204,"yes","no","cellular",21,"nov",11,4,-1,0,"unknown","no","0","31-45","<200","Q4"
54,"services","married","secondary","no",812,"no","no","cellular",31,"jul",113,6,-1,0,"unknown","no","0","46-64","<200","Q3"
61,"retired","married","secondary","no",2917,"no","no","cellular",6,"oct",215,1,-1,0,"unknown","yes","1","46-64","201-400","Q4"
50,"technician","married","tertiary","no",3337,"yes","yes","telephone",31,"jul",24,14,-1,0,"unknown","no","0","46-64","<200","Q3"
30,"services","single","secondary","no",334,"no","no","cellular",29,"jan",389,2,-1,0,"unknown","no","0","20-30","201-400","Q1"
32,"admin.","married","secondary","no",0,"yes","yes","cellular",17,"nov",159,2,195,2,"failure","no","0","31-45","<200","Q4"
49,"services","married","secondary","no",2201,"yes","no","unknown",15,"may",233,3,-1,0,"unknown","no","0","46-64","201-400","Q2"
40,"entrepreneur","married","tertiary","no",3571,"no","no","unknown",9,"jun",222,3,-1,0,"unknown","no","0","31-45","201-400","Q3"
37,"housemaid","divorced","secondary","no",1040,"yes","no","cellular",13,"may",199,1,173,2,"failure","no","0","31-45","<200","Q2"
50,"blue-collar","married","secondary","no",606,"yes","no","unknown",14,"may",673,2,-1,0,"unknown","no","0","46-64","601-800","Q2"
29,"self-employed","married","tertiary","no",242,"yes","no","cellular",18,"jul",73,4,-1,0,"unknown","no","0","20-30","<200","Q3"
59,"retired","married","primary","no",0,"no","no","cellular",5,"jun",493,2,-1,0,"unknown","yes","1","46-64","401-600","Q3"
46,"management","divorced","tertiary","no",1297,"no","no","cellular",11,"aug",716,3,-1,0,"unknown","yes","1","46-64","601-800","Q3"
51,"blue-collar","married","primary","no",872,"no","no","cellular",8,"aug",82,2,-1,0,"unknown","no","0","46-64","<200","Q3"
50,"blue-collar","married","primary","no",1164,"yes","no","unknown",8,"may",166,2,-1,0,"unknown","no","0","46-64","<200","Q2"
59,"retired","married","secondary","no",163,"no","no","cellular",24,"jul",464,1,-1,0,"unknown","no","0","46-64","401-600","Q3"
41,"student","married","secondary","no",1309,"no","no","unknown",20,"jun",28,4,-1,0,"unknown","no","0","31-45","<200","Q3"
32,"blue-collar","married","secondary","no",150,"no","no","cellular",5,"feb",210,1,-1,0,"unknown","no","0","31-45","201-400","Q1"
57,"retired","married","tertiary","no",0,"no","no","cellular",12,"aug",116,4,-1,0,"unknown","no","0","46-64","<200","Q3"
36,"management","single","tertiary","no",339,"no","no","cellular",21,"nov",6,6,-1,0,"unknown","no","0","31-45","<200","Q4"
42,"technician","single","secondary","no",0,"no","no","cellular",21,"aug",656,2,-1,0,"unknown","no","0","31-45","601-800","Q3"
60,"retired","divorced","unknown","no",-49,"yes","no","cellular",29,"jan",188,1,261,2,"failure","no","0","46-64","<200","Q1"
43,"admin.","married","secondary","no",132,"no","no","cellular",19,"aug",574,1,84,3,"success","yes","1","31-45","401-600","Q3"
33,"technician","divorced","secondary","no",0,"no","no","cellular",21,"aug",224,8,-1,0,"unknown","no","0","31-45","201-400","Q3"
52,"blue-collar","married","primary","no",1141,"yes","no","cellular",12,"may",22,5,-1,0,"unknown","no","0","46-64","<200","Q2"
46,"blue-collar","married","primary","no",0,"yes","no","unknown",12,"may",51,9,-1,0,"unknown","no","0","46-64","<200","Q2"
49,"housemaid","married","primary","no",249,"yes","no","cellular",21,"nov",450,1,-1,0,"unknown","no","0","46-64","401-600","Q4"
38,"management","single","tertiary","no",15030,"yes","no","cellular",13,"may",167,1,174,7,"other","no","0","31-45","<200","Q2"
44,"entrepreneur","married","secondary","no",93,"no","no","cellular",7,"jul",125,2,-1,0,"unknown","no","0","31-45","<200","Q3"
30,"admin.","single","tertiary","no",261,"no","no","cellular",19,"oct",233,1,137,20,"failure","no","0","20-30","201-400","Q4"
29,"admin.","single","secondary","no",1070,"yes","no","unknown",19,"may",30,1,357,1,"other","yes","1","20-30","<200","Q2"
51,"technician","married","secondary","no",117,"no","no","cellular",24,"aug",467,2,88,4,"other","yes","1","46-64","401-600","Q3"
37,"technician","divorced","secondary","no",2610,"yes","no","cellular",13,"may",53,1,-1,0,"unknown","no","0","31-45","<200","Q2"
43,"management","single","secondary","yes",-1164,"yes","yes","cellular",18,"jul",76,4,-1,0,"unknown","no","0","31-45","<200","Q3"
36,"technician","single","secondary","no",0,"no","no","cellular",29,"aug",85,6,-1,0,"unknown","no","0","31-45","<200","Q3"
52,"blue-collar","married","primary","no",230,"yes","no","cellular",6,"may",198,2,170,2,"failure","no","0","46-64","<200","Q2"
26,"housemaid","married","secondary","no",-759,"yes","no","cellular",11,"jul",191,1,-1,0,"unknown","no","0","20-30","<200","Q3"
32,"blue-collar","single","secondary","no",2,"no","no","unknown",9,"may",144,2,-1,0,"unknown","no","0","31-45","<200","Q2"
49,"management","married","tertiary","no",852,"yes","no","cellular",20,"nov",408,1,-1,0,"unknown","no","0","46-64","401-600","Q4"
46,"blue-collar","married","secondary","no",668,"yes","no","unknown",15,"may",1263,2,-1,0,"unknown","yes","1","46-64",">1000","Q2"
45,"blue-collar","married","primary","no",61,"no","no","cellular",17,"apr",108,1,-1,0,"unknown","no","0","31-45","<200","Q2"
38,"blue-collar","divorced","secondary","no",889,"no","yes","unknown",18,"jun",362,1,-1,0,"unknown","no","0","31-45","201-400","Q3"
49,"management","married","secondary","no",362,"yes","no","unknown",4,"jun",84,2,-1,0,"unknown","no","0","46-64","<200","Q3"
32,"technician","single","tertiary","no",569,"no","yes","cellular",29,"jan",348,1,-1,0,"unknown","no","0","31-45","201-400","Q1"
30,"management","single","tertiary","no",19358,"no","no","cellular",19,"nov",258,2,-1,0,"unknown","no","0","20-30","201-400","Q4"
50,"technician","married","tertiary","no",199,"yes","yes","cellular",3,"feb",116,2,253,1,"failure","no","0","46-64","<200","Q1"
35,"self-employed","single","tertiary","no",44,"no","no","cellular",7,"sep",310,2,96,2,"other","no","0","31-45","201-400","Q4"
30,"admin.","single","tertiary","no",305,"no","no","cellular",30,"apr",633,1,85,2,"success","yes","1","20-30","601-800","Q2"
25,"student","married","tertiary","no",10,"yes","no","cellular",21,"jul",857,4,-1,0,"unknown","yes","1","20-30","801-1000","Q3"
32,"blue-collar","married","secondary","no",759,"yes","no","cellular",9,"apr",317,5,-1,0,"unknown","yes","1","31-45","201-400","Q2"
43,"management","divorced","tertiary","no",497,"no","no","cellular",13,"may",66,1,363,22,"failure","no","0","31-45","<200","Q2"
33,"management","married","tertiary","no",2098,"no","no","cellular",20,"nov",67,1,-1,0,"unknown","no","0","31-45","<200","Q4"
